ツイート本文,ツイート本文_x,時間,media_exist,reply_flg,URLクリック数,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,ハッシュタグクリック,フォローしている,メディアのエンゲージメント数,メディアの再生数,ユーザープロフィールクリック,詳細クリック,返信,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
毎日アスレチックで遊べます🐶 https://t.co/9rREcHR6Zt,毎日アスレチックで遊べます🐶 ,2020-12-21 20:32:00+00:00,True,False,1.0,273.0,12.0,3878.0,427.0,0.1101083032490974,0.0,0,55,873,36.0,49.0,1.0,15,20201221,2020,12,21,20,0,52
左右が気になります🐶 https://t.co/OTAjGcvHWU,左右が気になります🐶 ,2020-12-18 20:48:00+00:00,True,False,2.0,406.0,4.0,4098.0,583.0,0.1422645192776964,0.0,0,62,1097,50.0,53.0,6.0,11,20201218,2020,12,18,20,4,51
かまってよ〜🥺 https://t.co/tMR29V1r3H,かまってよ〜🥺 ,2020-12-16 10:02:00+00:00,True,False,1.0,229.0,0.0,2112.0,369.0,0.1747159090909091,0.0,0,54,559,29.0,56.0,0.0,8,20201216,2020,12,16,10,2,51
"みかん🍊
食べたがり坊や🥰 https://t.co/RNsGot5kI2",みかん🍊 食べたがり坊や🥰 ,2020-12-14 09:16:00+00:00,True,False,2.0,240.0,0.0,2165.0,409.0,0.1889145496535796,0.0,0,69,570,48.0,49.0,1.0,14,20201214,2020,12,14,9,0,51
"片想いしてるリリィちゃんとお散歩🌼💖
逃げられる🐩 https://t.co/aDqDueTKYX",片想いしてるリリィちゃんとお散歩🌼💖 逃げられる🐩 ,2020-12-13 07:20:00+00:00,True,False,0.0,222.0,4.0,1779.0,331.0,0.1860595840359752,0.0,0,57,436,20.0,27.0,1.0,26,20201213,2020,12,13,7,6,50
暗闇の中、玄関でおすわりしておりました🐶,暗闇の中、玄関でおすわりしておりました🐶,2020-12-11 14:12:00+00:00,False,False,0.0,16.0,0.0,506.0,18.0,0.0355731225296442,0.0,0,0,0,1.0,0.0,1.0,20,20201211,2020,12,11,14,4,50
今日も散歩に行きた過ぎるみるく https://t.co/PJn0xSxCrA,今日も散歩に行きた過ぎるみるく ,2020-12-11 14:11:00+00:00,True,False,0.0,275.0,6.0,2901.0,429.0,0.1478800413650465,0.0,0,75,706,35.0,36.0,2.0,16,20201211,2020,12,11,14,4,50
うとうと、、、可愛い😍 https://t.co/6LfZGg91Gg,うとうと、、、可愛い😍 ,2020-12-10 21:46:00+00:00,True,False,0.0,97.0,1.0,1661.0,108.0,0.0650210716435882,0.0,0,0,0,10.0,0.0,0.0,12,20201210,2020,12,10,21,3,50
ごめんねm(_ _)mポーズ https://t.co/0LmTYmxpN7,ごめんね ポーズ ,2020-12-08 09:27:00+00:00,True,False,3.0,319.0,2.0,2704.0,477.0,0.1764053254437869,0.0,0,47,618,39.0,64.0,3.0,9,20201208,2020,12,8,9,1,50
ぬくぬく☺️ https://t.co/Z7QNq0Dchq,ぬくぬく☺️ ,2020-12-07 10:46:00+00:00,True,False,2.0,391.0,4.0,3202.0,540.0,0.1686445971267957,0.0,0,50,776,34.0,57.0,2.0,7,20201207,2020,12,7,10,0,50
@mzSMrVuiYy4YN6R 花の名前は分かりません😂, 花の名前は分かりません😂,2020-12-06 07:05:00+00:00,False,True,0.0,1.0,0.0,37.0,2.0,0.054054054054054,0.0,0,0,0,0.0,0.0,1.0,13,20201206,2020,12,6,7,6,49
"今日は黄色と白のお花にしました🌼🌼
いい匂い〜💓

気になっちゃって…噛まれそうに😅 https://t.co/I6iZgvblbe",今日は黄色と白のお花にしました🌼🌼 いい匂い〜💓  気になっちゃって…噛まれそうに😅 ,2020-12-06 06:47:00+00:00,True,False,2.0,210.0,4.0,2139.0,352.0,0.1645628798503974,0.0,0,45,520,31.0,59.0,1.0,43,20201206,2020,12,6,6,6,49
@zeta0423 飛びつくミルクが愛おしいです🥰, 飛びつくミルクが愛おしいです🥰,2020-12-06 06:43:00+00:00,False,True,0.0,1.0,0.0,47.0,3.0,0.0638297872340425,0.0,0,0,0,1.0,1.0,0.0,16,20201206,2020,12,6,6,6,49
@rosepurevenus 疲れも吹っ飛んじゃいます😍, 疲れも吹っ飛んじゃいます😍,2020-12-06 06:43:00+00:00,False,True,0.0,1.0,0.0,39.0,1.0,0.0256410256410256,0.0,0,0,0,0.0,0.0,0.0,14,20201206,2020,12,6,6,6,49
"@tokujiro0902 しんのすけちゃんに似てるんですね☺️
堤防では、なが〜いロングラン🐩💨が出来そうですね💖", しんのすけちゃんに似てるんですね☺️ 堤防では、なが〜いロングラン🐩💨が出来そうですね💖,2020-12-06 06:42:00+00:00,False,True,0.0,1.0,0.0,67.0,1.0,0.0149253731343283,0.0,0,0,0,0.0,0.0,0.0,45,20201206,2020,12,6,6,6,49
@MtwnhhLX2cUmmX7 今日もお疲れ様です🥰, 今日もお疲れ様です🥰,2020-12-06 06:40:00+00:00,False,True,0.0,1.0,0.0,65.0,2.0,0.0307692307692307,0.0,0,0,0,0.0,0.0,1.0,11,20201206,2020,12,6,6,6,49
お迎えロングラン🐩💨 https://t.co/R25OLytHLr,お迎えロングラン🐩💨 ,2020-12-05 14:37:00+00:00,True,False,3.0,305.0,4.0,3373.0,600.0,0.1778831900385413,0.0,0,136,929,60.0,88.0,4.0,11,20201205,2020,12,5,14,5,49
@puppy20201101 赤ちゃん特有の丸っこさが愛しいです😍, 赤ちゃん特有の丸っこさが愛しいです😍,2020-12-04 11:07:00+00:00,False,True,0.0,0.0,0.0,104.0,2.0,0.0192307692307692,0.0,0,0,0,0.0,1.0,1.0,19,20201204,2020,12,4,11,4,49
@_coo_1025_ うちと一緒です😆笑, うちと一緒です😆笑,2020-12-04 11:04:00+00:00,False,True,0.0,1.0,0.0,252.0,8.0,0.0317460317460317,0.0,0,0,0,4.0,2.0,1.0,10,20201204,2020,12,4,11,4,49
@zeta0423 みるくに毎日満点💯の癒しと笑いをもらってます💕😆, みるくに毎日満点💯の癒しと笑いをもらってます💕😆,2020-12-04 11:03:00+00:00,False,True,0.0,1.0,0.0,38.0,2.0,0.0526315789473684,0.0,0,0,0,0.0,0.0,1.0,25,20201204,2020,12,4,11,4,49
散歩の圧が強め🧸 https://t.co/Tki8QqOC94,散歩の圧が強め🧸 ,2020-12-04 09:15:00+00:00,True,False,3.0,378.0,5.0,3159.0,625.0,0.1978474200696423,0.0,0,113,826,48.0,74.0,4.0,9,20201204,2020,12,4,9,4,49
かまって欲しくて冷蔵庫カキカキ🧸 https://t.co/abT6ZXWmsU,かまって欲しくて冷蔵庫カキカキ🧸 ,2020-12-02 08:25:00+00:00,True,False,6.0,407.0,8.0,4244.0,715.0,0.1684731385485391,0.0,0,156,1174,56.0,78.0,4.0,17,20201202,2020,12,2,8,2,49
休日の昼下がり☕💭💕 https://t.co/dopomTAOZu,休日の昼下がり☕💭💕 ,2020-12-02 07:15:00+00:00,True,False,5.0,424.0,9.0,5204.0,751.0,0.1443120676402767,0.0,0,214,214,47.0,52.0,0.0,11,20201202,2020,12,2,7,2,49
"@eo_sorapoo コメントありがとうございます💞
何回も騙されちゃうのも可愛くて愛おしいですよね🥺😂", コメントありがとうございます💞 何回も騙されちゃうのも可愛くて愛おしいですよね🥺😂,2020-12-02 07:13:00+00:00,False,True,0.0,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0,0,0,0.0,0.0,0.0,42,20201202,2020,12,2,7,2,49
可愛くて何回もしちゃう🥺 https://t.co/fASsu7vceG,可愛くて何回もしちゃう🥺 ,2020-12-01 11:42:00+00:00,True,False,4.0,418.0,7.0,4808.0,678.0,0.1410149750415973,0.0,0,137,1456,34.0,76.0,2.0,13,20201201,2020,12,1,11,1,49
行かないでー寂しいよ😞🐶 https://t.co/YcTP0mVbZG,行かないでー寂しいよ😞🐶 ,2020-11-30 10:09:00+00:00,True,False,1.0,345.0,4.0,3011.0,559.0,0.1856526071072733,0.0,0,114,847,47.0,45.0,3.0,13,20201130,2020,11,30,10,0,49
ポン・デ・オシリ🍑 https://t.co/36vhLLHJxA,ポン・デ・オシリ🍑 ,2020-11-29 12:43:00+00:00,True,False,7.0,486.0,13.0,5700.0,793.0,0.1391228070175438,0.0,0,115,1514,74.0,95.0,3.0,10,20201129,2020,11,29,12,6,48
"たしかにポンデライオンみたい笑笑
秀逸コメありがとうございます😊 https://t.co/rZAFElhCFL",たしかにポンデライオンみたい笑笑 秀逸コメありがとうございます😊 ,2020-11-29 12:42:00+00:00,True,False,0.0,11.0,0.0,985.0,16.0,0.016243654822335,0.0,0,0,0,5.0,0.0,0.0,33,20201129,2020,11,29,12,6,48
入っちゃった🐶 https://t.co/szdynjVLp4,入っちゃった🐶 ,2020-11-28 13:39:00+00:00,True,False,0.0,263.0,5.0,2240.0,368.0,0.1642857142857142,0.0,0,51,618,23.0,24.0,2.0,8,20201128,2020,11,28,13,5,48
膝の上でテレビを見てるよ📺 https://t.co/hWP1htKJiC,膝の上でテレビを見てるよ📺 ,2020-11-26 12:16:00+00:00,True,False,0.0,252.0,1.0,2157.0,365.0,0.1692165044042652,0.0,0,42,501,34.0,36.0,0.0,14,20201126,2020,11,26,12,3,48
"遠くから発見😳
毎日仕事帰りに癒されます🥰 https://t.co/2KD2swDGLM",遠くから発見😳 毎日仕事帰りに癒されます🥰 ,2020-11-25 11:23:00+00:00,True,False,0.0,217.0,0.0,2107.0,389.0,0.1846226862838158,0.0,0,69,603,43.0,58.0,2.0,22,20201125,2020,11,25,11,2,48
すごい格好で寝てた🐱💤 https://t.co/EAgvNdGssx,すごい格好で寝てた🐱💤 ,2020-11-24 01:55:00+00:00,True,False,0.0,135.0,1.0,1376.0,359.0,0.2609011627906977,0.0,0,196,196,18.0,9.0,0.0,12,20201124,2020,11,24,1,1,48
"僕は早く散歩に行きたいんだ!

という目です⤵︎⤵︎⤵︎ https://t.co/lzt90Xu4g9",僕は早く散歩に行きたいんだ  という目です⤵︎⤵︎⤵︎ ,2020-11-23 05:36:00+00:00,True,False,1.0,250.0,1.0,2370.0,406.0,0.1713080168776371,0.0,0,115,115,16.0,23.0,0.0,28,20201123,2020,11,23,5,0,48
@B1Dzf0Z7nngk7Mm 🥰, 🥰,2020-11-22 08:00:00+00:00,False,True,0.0,1.0,0.0,18.0,2.0,0.1111111111111111,0.0,0,0,0,0.0,0.0,1.0,2,20201122,2020,11,22,8,6,47
寒いですねぇ❄️ https://t.co/HlHLP1RaON,寒いですねぇ❄️ ,2020-11-22 07:41:00+00:00,True,False,0.0,282.0,2.0,2749.0,421.0,0.1531465987631866,0.0,0,50,629,49.0,36.0,2.0,9,20201122,2020,11,22,7,6,47
@uHJk9jEmGM1Da2x 完全なるぬいぐるみ化です😂, 完全なるぬいぐるみ化です😂,2020-11-22 02:39:00+00:00,False,True,0.0,1.0,0.0,33.0,1.0,0.0303030303030303,0.0,0,0,0,0.0,0.0,0.0,14,20201122,2020,11,22,2,6,47
@xtrSy2CC5y4flrZ 足がだんだん開いてきます😂, 足がだんだん開いてきます😂,2020-11-21 03:02:00+00:00,False,True,0.0,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0,0,0,0.0,0.0,0.0,14,20201121,2020,11,21,3,5,47
"みなさん、おはようございます☀️
爆睡してて頭落っこちてるよ😂 https://t.co/M7v5by3Xfh",みなさん、おはようございます☀️ 爆睡してて頭落っこちてるよ😂 ,2020-11-20 22:53:00+00:00,True,False,0.0,287.0,2.0,2419.0,410.0,0.1694915254237288,0.0,0,43,611,25.0,50.0,3.0,32,20201120,2020,11,20,22,4,47
@80yuzumama5580 悪くなかったワンよ🐶, 悪くなかったワンよ🐶,2020-11-20 12:22:00+00:00,False,True,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11,20201120,2020,11,20,12,4,47
"@akebixiansheng あけび先生！コメントありがとうございます😆
いや〜あけび先生ならみるくなら喜んで届けられるかもしれません笑", あけび先生コメントありがとうございます😆 いや〜あけび先生ならみるくなら喜んで届けられるかもしれません笑,2020-11-20 09:35:00+00:00,False,True,0.0,1.0,0.0,62.0,3.0,0.0483870967741935,0.0,0,0,0,0.0,1.0,1.0,53,20201120,2020,11,20,9,4,47
ご飯待ちのみるくさん🐶 https://t.co/bUheWrH3gB,ご飯待ちのみるくさん🐶 ,2020-11-20 09:34:00+00:00,True,False,1.0,257.0,3.0,2256.0,358.0,0.1586879432624113,0.0,0,33,479,30.0,33.0,1.0,12,20201120,2020,11,20,9,4,47
段ボール箱に入ってみました（ドヤ） https://t.co/wsZGdDfwy8,段ボール箱に入ってみましたドヤ ,2020-11-20 04:19:00+00:00,True,False,3.0,431.0,1.0,5204.0,807.0,0.1550730207532667,0.0,0,270,270,45.0,55.0,2.0,16,20201120,2020,11,20,4,4,47
"犬に絶対言ってはいけない３つの言葉、、、

「犬の気持ち」を読んでもわかりますが、わんこは本当に賢くて繊細なんですね。

#SmartNews  https://t.co/ZxcrUaiJyc",犬に絶対言ってはいけないつの言葉、、、  「犬の気持ち」を読んでもわかりますが、わんこは本当に賢くて繊細なんですね。    ,2020-11-20 01:46:00+00:00,True,False,41.0,14.0,0.0,555.0,69.0,0.1243243243243243,0.0,0,0,0,6.0,8.0,0.0,62,20201120,2020,11,20,1,4,47
"@_lulu_ruru_ コメントありがとうございます😊
ほんとに似てますね！ビジョンフリーゼも本当に可愛いですよね😍
そういえばGoogle Lensでみるくを撮ってみたら、ビジョンフリーゼと判断されました笑", コメントありがとうございます😊 ほんとに似てますねビジョンフリーゼも本当に可愛いですよね😍 そういえば でみるくを撮ってみたら、ビジョンフリーゼと判断されました笑,2020-11-19 14:29:00+00:00,False,True,0.0,1.0,0.0,96.0,4.0,0.0416666666666666,0.0,0,0,0,2.0,0.0,1.0,82,20201119,2020,11,19,14,3,47
ちゅーるもらえる予感🐶✨ https://t.co/4UbvcVb7cc,ちゅーるもらえる予感🐶✨ ,2020-11-19 12:23:00+00:00,True,False,1.0,259.0,2.0,2312.0,393.0,0.1699826989619377,0.0,0,63,557,32.0,34.0,2.0,13,20201119,2020,11,19,12,3,47
常に左右を確認👀 https://t.co/8KzIrlk8Vy,常に左右を確認👀 ,2020-11-17 04:21:00+00:00,True,False,2.0,400.0,6.0,4315.0,580.0,0.13441483198146,0.0,0,60,1115,62.0,49.0,1.0,9,20201117,2020,11,17,4,1,47
@EXTASY0127r 2時間半は長いですね〜、わんちゃんへの愛の大きさと比例してますね、きっと😆, 時間半は長いですね〜、わんちゃんへの愛の大きさと比例してますね、きっと😆,2020-11-16 17:47:00+00:00,False,True,0.0,1.0,0.0,26.0,1.0,0.0384615384615384,0.0,0,0,0,0.0,0.0,0.0,37,20201116,2020,11,16,17,0,47
お腹の上あったかいな〜♨️ https://t.co/9rtTS3iBTC,お腹の上あったかいな〜♨️ ,2020-11-16 11:33:00+00:00,True,False,2.0,454.0,5.0,4890.0,635.0,0.1298568507157464,0.0,0,62,1058,59.0,52.0,1.0,14,20201116,2020,11,16,11,0,47
@goopoo8989 お風呂喜んでくれるってすごい！洗い方が上手なんでしょうね😊, お風呂喜んでくれるってすごい洗い方が上手なんでしょうね😊,2020-11-16 11:31:00+00:00,False,True,0.0,0.0,0.0,48.0,2.0,0.0416666666666666,0.0,0,0,0,0.0,1.0,1.0,29,20201116,2020,11,16,11,0,47
@AP73mTFPfDtI0lX 魔法並みのパワーですね、たしかに笑笑, 魔法並みのパワーですね、たしかに笑笑,2020-11-16 11:30:00+00:00,False,True,0.0,1.0,0.0,34.0,1.0,0.0294117647058823,0.0,0,0,0,0.0,0.0,0.0,19,20201116,2020,11,16,11,0,47
@EXTASY0127r もちろんです！😊, もちろんです😊,2020-11-16 11:29:00+00:00,False,True,0.0,1.0,0.0,37.0,2.0,0.054054054054054,0.0,0,0,0,0.0,0.0,1.0,8,20201116,2020,11,16,11,0,47
眠い時に「散歩行こっか」を言ってみた https://t.co/YYDtzgMZXW,眠い時に「散歩行こっか」を言ってみた ,2020-11-15 15:12:00+00:00,True,False,1.0,563.0,6.0,7085.0,1038.0,0.1465067043048694,0.0,0,202,1614,62.0,197.0,7.0,19,20201115,2020,11,15,15,6,46
眠いですねぇ🐶 https://t.co/jTjoSpo5KB,眠いですねぇ🐶 ,2020-11-13 05:41:00+00:00,True,False,2.0,374.0,3.0,4040.0,503.0,0.1245049504950495,0.0,0,34,834,37.0,52.0,1.0,8,20201113,2020,11,13,5,4,46
ピョコ👐🐶 https://t.co/c0Z7v2cXgd,ピョコ👐🐶 ,2020-11-13 01:43:00+00:00,True,False,2.0,397.0,5.0,4119.0,649.0,0.1575625151735858,0.0,0,152,152,54.0,37.0,2.0,6,20201113,2020,11,13,1,4,46
"そうなんです！😆
よくお気づきになりましたね😊 https://t.co/bCeYv9ALIO",そうなんです😆 よくお気づきになりましたね😊 ,2020-11-12 03:10:00+00:00,True,False,0.0,5.0,0.0,1194.0,13.0,0.0108877721943048,0.0,0,0,0,3.0,5.0,0.0,23,20201112,2020,11,12,3,3,46
楽しそうな表情ですが、バイクの上で実はビビっております😖😖 https://t.co/6wEkE9qBzz,楽しそうな表情ですが、バイクの上で実はビビっております😖😖 ,2020-11-12 00:04:00+00:00,True,False,0.0,270.0,2.0,2875.0,795.0,0.2765217391304347,0.0,0,435,435,48.0,38.0,2.0,30,20201112,2020,11,12,0,3,46
iPhone氏に「モフモフのお友達」認定していただきました🐶 https://t.co/PQnMnTOk8Y,氏に「モフモフのお友達」認定していただきました🐶 ,2020-11-11 07:01:00+00:00,True,False,4.0,110.0,0.0,5641.0,934.0,0.165573479879454,0.0,0,778,778,19.0,23.0,0.0,25,20201111,2020,11,11,7,2,46
@tibinotomoko ありがとうございます😊, ありがとうございます😊,2020-11-10 02:10:00+00:00,False,True,0.0,1.0,0.0,45.0,1.0,0.0222222222222222,0.0,0,0,0,0.0,0.0,0.0,12,20201110,2020,11,10,2,1,46
グニグニされても眠い💤🐶 https://t.co/9i8NBORiQA,グニグニされても眠い💤🐶 ,2020-11-10 02:02:00+00:00,True,False,1.0,303.0,7.0,2658.0,449.0,0.1689240030097818,0.0,0,48,594,45.0,42.0,3.0,13,20201110,2020,11,10,2,1,46
"なぜか出ようとしないみるく🐶
出る時にガタガタなるのが嫌なのかも😅抱っこして出してもらうのを待ってます😆 https://t.co/qLxXi6jiOY",なぜか出ようとしないみるく🐶 出る時にガタガタなるのが嫌なのかも😅抱っこして出してもらうのを待ってます😆 ,2020-11-08 07:04:00+00:00,True,False,0.0,266.0,5.0,2287.0,381.0,0.1665937909925667,0.0,0,42,545,40.0,28.0,0.0,53,20201108,2020,11,8,7,6,45
振り子の動きでみるくの運動能力を伸ばします（後付け） https://t.co/2BObmr0fUU,振り子の動きでみるくの運動能力を伸ばします後付け ,2020-11-06 08:52:00+00:00,True,False,0.0,252.0,2.0,2286.0,368.0,0.1609798775153106,0.0,0,46,515,31.0,37.0,0.0,25,20201106,2020,11,6,8,4,45
"おはようございます☀
今日も皆さん風邪に気をつけてくださいね😆 https://t.co/J5HCmt2Uho",おはようございます☀ 今日も皆さん風邪に気をつけてくださいね😆 ,2020-11-06 01:43:00+00:00,True,False,1.0,198.0,0.0,1576.0,269.0,0.1706852791878172,0.0,0,37,37,26.0,7.0,0.0,32,20201106,2020,11,6,1,4,45
@AP73mTFPfDtI0lX 慣れるんですかね〜😄, 慣れるんですかね〜😄,2020-11-05 13:33:00+00:00,False,True,0.0,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0,0,0,0.0,0.0,0.0,11,20201105,2020,11,5,13,3,45
"かなり精巧な犬の置物にビビりまくるみるく😂
動いたように感じるのかな？笑 https://t.co/51iO9hvehz",かなり精巧な犬の置物にビビりまくるみるく😂 動いたように感じるのかな笑 ,2020-11-05 11:01:00+00:00,True,False,2.0,261.0,3.0,2128.0,389.0,0.1828007518796992,0.0,0,57,553,24.0,40.0,2.0,36,20201105,2020,11,5,11,3,45
かわいすぎ😍 https://t.co/y0tjDikm3m,かわいすぎ😍 ,2020-11-03 22:33:00+00:00,True,False,0.0,119.0,1.0,2252.0,153.0,0.0679396092362344,0.0,0,0,0,15.0,17.0,1.0,7,20201103,2020,11,3,22,1,45
#新しいプロフィール画像 https://t.co/1MaRfSxSb4,新しいプロフィール画像 ,2020-11-03 13:17:00+00:00,True,False,1.0,174.0,2.0,1480.0,254.0,0.1716216216216216,1.0,0,34,34,21.0,21.0,0.0,12,20201103,2020,11,3,13,1,45
撫でてほしいけど高いところが怖くてあんまり大胆に動けないみるく🐶 https://t.co/nnyqNvhx7J,撫でてほしいけど高いところが怖くてあんまり大胆に動けないみるく🐶 ,2020-11-03 00:29:00+00:00,True,False,1.0,229.0,3.0,1848.0,307.0,0.1661255411255411,0.0,0,41,485,15.0,18.0,0.0,33,20201103,2020,11,3,0,1,45
@AP73mTFPfDtI0lX ありがとうございます😊, ありがとうございます😊,2020-11-02 01:43:00+00:00,False,True,0.0,1.0,0.0,21.0,1.0,0.0476190476190476,0.0,0,0,0,0.0,0.0,0.0,12,20201102,2020,11,2,1,0,45
ダッフィの枕が今一番のお気に入りだよ🛌 https://t.co/7PKRA4fZFP,ダッフィの枕が今一番のお気に入りだよ🛌 ,2020-11-01 23:02:00+00:00,True,False,1.0,341.0,3.0,3150.0,519.0,0.1647619047619047,0.0,0,55,637,52.0,65.0,2.0,20,20201101,2020,11,1,23,6,44
"@zeta0423 玉座！笑笑
ありがとうございます😊", 玉座笑笑 ありがとうございます😊,2020-11-01 10:23:00+00:00,False,True,0.0,1.0,0.0,18.0,1.0,0.0555555555555555,0.0,0,0,0,0.0,0.0,0.0,17,20201101,2020,11,1,10,6,44
"おはみるく☀️
これは僕専用のベッドだよ🛌 https://t.co/6xd6Shb01X",おはみるく☀️ これは僕専用のベッドだよ🛌 ,2020-11-01 01:16:00+00:00,True,False,1.0,261.0,4.0,1870.0,359.0,0.1919786096256684,0.0,0,28,413,29.0,33.0,3.0,22,20201101,2020,11,1,1,6,44
ハッピーハロウィン🎃👻🧟‍♂️ https://t.co/220QAUg3iX,ハッピーハロウィン🎃👻🧟‍♂️ ,2020-10-31 05:00:00+00:00,True,False,3.0,297.0,5.0,2380.0,472.0,0.1983193277310924,0.0,0,92,92,32.0,40.0,3.0,16,20201031,2020,10,31,5,5,44
"@ue260227 おはようございます☀
風邪などお気をつけてくださいね😆
頑張りましょう！", おはようございます☀ 風邪などお気をつけてくださいね😆 頑張りましょう,2020-10-31 03:54:00+00:00,False,True,0.0,1.0,0.0,66.0,2.0,0.0303030303030303,0.0,0,0,0,0.0,0.0,1.0,36,20201031,2020,10,31,3,5,44
お気に入りに包まれながら寝ています😴 https://t.co/N55q7JwHyZ,お気に入りに包まれながら寝ています😴 ,2020-10-30 20:34:00+00:00,True,False,1.0,240.0,4.0,2238.0,338.0,0.1510277033065236,0.0,0,44,448,11.0,36.0,2.0,19,20201030,2020,10,30,20,4,44
